,adult,budget,genres,id,imdb_id,original_title,overview,poster_path,revenue,title,vote_average,vote_count,imdbURL,tmdbURL,ImageURL
50,FALSE,0,"Action, Thriller, Drama",117164,tt0109950,Guardian Angel,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,0,Guardian Angel,6.3,3,https://www.imdb.com/title/tt0109950/,https://www.themoviedb.org/movie/117164,https://image.tmdb.org/t/p/original/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg
51,FALSE,15000000,"Comedy, Romance",11448,tt0113819,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,6700000,Mighty Aphrodite,6.7,145,https://www.imdb.com/title/tt0113819/,https://www.themoviedb.org/movie/11448,https://image.tmdb.org/t/p/original/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg
52,FALSE,0,"Drama, Foreign",49133,tt0110299,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,0,Lamerica,7.7,11,https://www.imdb.com/title/tt0110299/,https://www.themoviedb.org/movie/49133,https://image.tmdb.org/t/p/original/407nYlg60AOj95lqDZ4tvUTTm1k.jpg
53,FALSE,0,"Action, Adventure, Comedy, Family",26441,tt0112499,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,0,The Big Green,5.2,41,https://www.imdb.com/title/tt0112499/,https://www.themoviedb.org/movie/26441,https://image.tmdb.org/t/p/original/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg
54,FALSE,0,Drama,97406,tt0113158,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,0,Georgia,6.1,15,https://www.imdb.com/title/tt0113158/,https://www.themoviedb.org/movie/97406,https://image.tmdb.org/t/p/original/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg
55,FALSE,0,,124057,tt0113541,Kids of the Round Table,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,0,Kids of the Round Table,3,1,https://www.imdb.com/title/tt0113541/,https://www.themoviedb.org/movie/124057,https://image.tmdb.org/t/p/original/tL9ImxOccEshRlgmrKQabKH2tCd.jpg
56,FALSE,0,"Comedy, Drama, Romance",9089,tt0113321,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,17519169,Home for the Holidays,6.3,39,https://www.imdb.com/title/tt0113321/,https://www.themoviedb.org/movie/9089,https://image.tmdb.org/t/p/original/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg
57,FALSE,0,"Comedy, Drama, Romance",11010,tt0110877,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,0,The Postman,7.6,181,https://www.imdb.com/title/tt0110877/,https://www.themoviedb.org/movie/11010,https://image.tmdb.org/t/p/original/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg
58,FALSE,0,"Thriller, Drama, Mystery",99040,tt0112714,Le confessionnal,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg,0,The Confessional,6.5,2,https://www.imdb.com/title/tt0112714/,https://www.themoviedb.org/movie/99040,https://image.tmdb.org/t/p/original/8RCRrSAY8e3Qn5p9cNv188ogmZQ.jpg
59,FALSE,45000000,"Adventure, Family, Fantasy",11359,tt0113419,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,0,The Indian in the Cupboard,5.9,136,https://www.imdb.com/title/tt0113419/,https://www.themoviedb.org/movie/11359,https://image.tmdb.org/t/p/original/l16BtfILyWxYwSqzofL3V1rMSwe.jpg
60,FALSE,20000000,"Drama, Thriller",17182,tt0116260,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,0,Eye for an Eye,5.8,65,https://www.imdb.com/title/tt0116260/,https://www.themoviedb.org/movie/17182,https://image.tmdb.org/t/p/original/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
61,FALSE,0,"Music, Drama, Family",2054,tt0113862,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,106269971,Mr. Holland's Opus,6.9,115,https://www.imdb.com/title/tt0113862/,https://www.themoviedb.org/movie/2054,https://image.tmdb.org/t/p/original/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg
62,FALSE,0,Comedy,10607,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192,https://www.imdb.com/title/tt0116126/,https://www.themoviedb.org/movie/10607,https://image.tmdb.org/t/p/original/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg
63,FALSE,0,"Comedy, Romance",19760,tt0118002,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,0,Two If by Sea,4.5,14,https://www.imdb.com/title/tt0118002/,https://www.themoviedb.org/movie/19760,https://image.tmdb.org/t/p/original/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg
64,FALSE,15000000,Comedy,9536,tt0115683,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,0,Bio-Dome,4.4,110,https://www.imdb.com/title/tt0115683/,https://www.themoviedb.org/movie/9536,https://image.tmdb.org/t/p/original/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg
65,FALSE,0,"Action, Science Fiction",11525,tt0116839,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,2409225,Lawnmower Man 2: Beyond Cyberspace,2.8,32,https://www.imdb.com/title/tt0116839/,https://www.themoviedb.org/movie/11525,https://image.tmdb.org/t/p/original/i0hBsWBLw64XRehFzCL44PaCs1y.jpg
66,FALSE,0,"Drama, Family",40628,tt0114753,Two Bits,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,0,Two Bits,5.4,11,https://www.imdb.com/title/tt0114753/,https://www.themoviedb.org/movie/40628,https://image.tmdb.org/t/p/original/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg
67,FALSE,0,"Comedy, Romance",4482,tt0113149,Gazon maudit,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,0,French Twist,6,43,https://www.imdb.com/title/tt0113149/,https://www.themoviedb.org/movie/4482,https://image.tmdb.org/t/p/original/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg
68,FALSE,3500000,Comedy,10634,tt0113118,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,28215918,Friday,7,513,https://www.imdb.com/title/tt0113118/,https://www.themoviedb.org/movie/10634,https://image.tmdb.org/t/p/original/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg
69,FALSE,19000000,"Horror, Action, Thriller, Crime",755,tt0116367,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,25836616,From Dusk Till Dawn,6.9,1644,https://www.imdb.com/title/tt0116367/,https://www.themoviedb.org/movie/755,https://image.tmdb.org/t/p/original/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg
70,FALSE,50000000,"Action, Thriller, Romance",11859,tt0113010,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,11534477,Fair Game,4.1,54,https://www.imdb.com/title/tt0113010/,https://www.themoviedb.org/movie/11859,https://image.tmdb.org/t/p/original/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg
71,FALSE,0,"Comedy, Drama, Romance",28387,tt0113537,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,718490,Kicking and Screaming,7,36,https://www.imdb.com/title/tt0113537/,https://www.themoviedb.org/movie/28387,https://image.tmdb.org/t/p/original/urPxxjylNUHmoNcGkMgHStMTxhF.jpg
72,FALSE,0,"Drama, History",48750,tt0113828,Les misérables,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",/ePJCk8puXx28CtvpSpmezpwfVt8.jpg,0,Les Miserables,6.6,8,https://www.imdb.com/title/tt0113828/,https://www.themoviedb.org/movie/48750,https://image.tmdb.org/t/p/original/ePJCk8puXx28CtvpSpmezpwfVt8.jpg
73,FALSE,0,"Drama, Romance",20927,tt0115644,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,19030691,Bed of Roses,5.1,27,https://www.imdb.com/title/tt0115644/,https://www.themoviedb.org/movie/20927,https://image.tmdb.org/t/p/original/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg
74,FALSE,15000000,"Comedy, Family",36929,tt0115676,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,2042530,Big Bully,3.9,16,https://www.imdb.com/title/tt0115676/,https://www.themoviedb.org/movie/36929,https://image.tmdb.org/t/p/original/wtFekK9VKWujQW9R9c6sYbir6wm.jpg
75,FALSE,20000000,"Horror, Science Fiction",9102,tt0114367,Screamers,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,5781885,Screamers,6.1,154,https://www.imdb.com/title/tt0114367/,https://www.themoviedb.org/movie/9102,https://image.tmdb.org/t/p/original/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg
76,FALSE,0,Documentary,124626,tt0113973,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",/tuIDKBp92R4tGFOB46MofvakfiY.jpg,0,Nico Icon,7.3,3,https://www.imdb.com/title/tt0113973/,https://www.themoviedb.org/movie/124626,https://image.tmdb.org/t/p/original/tuIDKBp92R4tGFOB46MofvakfiY.jpg
